ip,app,device,os,channel,click_time,attributed_time,app*device,app*os,,is_attributed
74834,9,1,13,215,2017-11-06 16:05:59,,9,117,,0
172454,84,737,29,101,2017-11-06 16:12:44,2017-11-06 16:16:03,61908,2436,,1
35841,8,1,13,145,2017-11-06 16:01:44,,8,104,,0
18695,9,1,1,232,2017-11-06 16:00:20,,9,9,,0
28642,3,1,13,115,2017-11-06 16:11:59,,3,39,,0
73839,10,1,14,377,2017-11-06 16:13:49,2017-11-07 03:21:44,10,140,,1
101027,12,1,17,259,2017-11-06 16:06:58,,12,204,,0
102235,27,1,13,122,2017-11-06 16:10:44,,27,351,,0
81060,19,0,607,347,2017-11-06 16:02:35,2017-11-06 23:23:58,0,11533,,1
90626,24,1,13,105,2017-11-06 16:21:25,2017-11-06 20:24:41,24,312,,1
38144,35,1,18,274,2017-11-06 16:17:32,2017-11-06 17:49:40,35,630,,1
3994,8,1,41,145,2017-11-06 16:00:32,2017-11-06 16:21:38,8,328,,1
108341,2,1,13,205,2017-11-06 16:09:18,,2,26,,0
91661,9,1,19,215,2017-11-06 16:01:50,2017-11-06 16:14:02,9,171,,1
130511,64,1,23,459,2017-11-06 16:11:29,,64,1472,,0
123872,27,1,18,122,2017-11-06 16:14:13,,27,486,,0
149609,18,1,10,107,2017-11-06 16:10:12,2017-11-07 15:27:04,18,180,,1
10023,3,1,19,280,2017-11-06 16:01:38,,3,57,,0
174356,115,1,19,203,2017-11-06 16:17:06,2017-11-06 16:18:18,115,2185,,1
15768,9,1,41,232,2017-11-06 16:05:39,,9,369,,0
20194,24,1,13,105,2017-11-06 16:13:01,2017-11-07 06:29:48,24,312,,1
24200,19,88,24,213,2017-11-06 16:00:07,2017-11-07 04:18:51,1672,456,,1
65386,9,1,22,442,2017-11-06 16:04:46,,9,198,,0
160726,19,0,29,213,2017-11-06 16:06:14,2017-11-06 16:07:42,0,551,,1
84140,9,1,19,244,2017-11-06 16:18:15,,9,171,,0
137589,84,0,21,101,2017-11-06 16:03:48,2017-11-06 16:06:30,0,1764,,1
202237,36,1,41,128,2017-11-06 16:15:38,2017-11-06 16:17:11,36,1476,,1
153406,36,1,26,128,2017-11-06 16:05:31,2017-11-06 16:07:04,36,936,,1
111943,48,1,19,213,2017-11-06 16:17:50,2017-11-06 16:20:57,48,912,,1
46582,12,1,10,245,2017-11-06 16:10:03,,12,120,,0
59062,35,1,13,274,2017-11-06 16:14:24,2017-11-06 16:39:31,35,455,,1
101701,21,1,12,128,2017-11-06 16:04:52,,21,252,,0
70462,3,1,19,409,2017-11-06 16:04:53,2017-11-06 16:17:07,3,57,,1
23545,9,1,19,215,2017-11-06 16:21:05,2017-11-07 03:20:11,9,171,,1
92766,60,1,19,21,2017-11-06 16:04:21,2017-11-07 06:44:55,60,1140,,1
167060,29,1,14,213,2017-11-06 16:07:17,2017-11-06 16:16:30,29,406,,1
107210,35,1,13,21,2017-11-06 16:11:32,2017-11-07 01:20:01,35,455,,1
2127,64,1,18,459,2017-11-06 16:00:07,,64,1152,,0
5348,3,1,34,115,2017-11-06 16:11:12,,3,102,,0
181105,14,1,6,134,2017-11-06 16:01:21,,14,84,,0
1439,19,0,24,213,2017-11-06 16:02:44,2017-11-06 16:02:52,0,456,,1
98491,9,1,8,442,2017-11-06 16:17:24,,9,72,,0
210561,35,1,19,274,2017-11-06 16:16:31,2017-11-07 00:41:49,35,665,,1
134606,3,1,40,205,2017-11-06 16:18:32,2017-11-06 16:19:21,3,120,,1
76900,12,1,13,205,2017-11-06 16:06:09,,12,156,,0
139474,29,1,14,213,2017-11-06 16:21:48,2017-11-06 16:25:52,29,406,,1
194103,250,33,29,101,2017-11-06 16:20:47,2017-11-06 16:26:20,8250,7250,,1
174169,15,1,19,386,2017-11-06 16:11:42,2017-11-07 11:45:38,15,285,,1
98781,35,1,19,274,2017-11-06 16:21:32,2017-11-06 23:17:38,35,665,,1
44744,115,1,19,203,2017-11-06 16:05:11,2017-11-07 02:43:45,115,2185,,1
119985,9,1,15,134,2017-11-06 16:12:41,2017-11-07 07:47:07,9,135,,1
34912,12,1,13,178,2017-11-06 16:05:13,,12,156,,0
95177,8,1,25,145,2017-11-06 16:10:13,2017-11-07 09:36:35,8,200,,1
109882,19,0,29,213,2017-11-06 16:06:56,2017-11-06 16:25:23,0,551,,1
26814,3,1,22,480,2017-11-06 16:06:52,,3,66,,0
35973,18,1,19,107,2017-11-06 16:08:14,2017-11-06 16:26:21,18,342,,1
151814,19,1175,24,213,2017-11-06 16:15:14,2017-11-06 16:19:43,22325,456,,1
139894,1,1,6,137,2017-11-06 16:02:55,2017-11-06 16:03:39,1,6,,1
105485,2,1,15,205,2017-11-06 16:01:46,,2,30,,0
114221,2,1,13,258,2017-11-06 16:06:22,,2,26,,0
65676,15,1,40,412,2017-11-06 16:00:29,,15,600,,0
170584,58,1,41,120,2017-11-06 16:22:57,2017-11-07 05:15:00,58,2378,,1
64394,18,1,13,121,2017-11-06 16:17:07,,18,234,,0
81582,19,0,24,347,2017-11-06 16:00:49,2017-11-07 01:49:43,0,456,,1
43793,15,1,19,265,2017-11-06 16:16:16,,15,285,,0
86827,35,1,23,274,2017-11-06 16:13:23,2017-11-06 22:58:29,35,805,,1
116407,14,1,6,439,2017-11-06 16:20:56,,14,84,,0
51510,8,1,6,145,2017-11-06 16:03:57,,8,48,,0
100275,2,1,6,219,2017-11-06 16:05:14,,2,12,,0
140005,35,1,13,274,2017-11-06 16:14:15,2017-11-06 16:18:32,35,455,,1
4759,12,1,22,245,2017-11-06 16:19:24,,12,264,,0
179411,19,472,24,282,2017-11-06 16:22:37,2017-11-06 16:25:07,8968,456,,1
66596,12,1,13,259,2017-11-06 16:12:49,,12,156,,0
30564,64,1,19,459,2017-11-06 16:08:35,,64,1216,,0
136763,19,0,24,213,2017-11-06 16:08:22,2017-11-06 16:11:31,0,456,,1
168365,18,1,14,121,2017-11-06 16:10:40,,18,252,,0
95145,18,1,19,134,2017-11-06 16:08:30,2017-11-06 16:23:40,18,342,,1
191759,14,1,12,379,2017-11-06 16:15:10,2017-11-07 05:27:18,14,168,,1
16557,35,1,13,21,2017-11-06 16:13:31,2017-11-06 23:22:28,35,455,,1
23346,20,1,18,259,2017-11-06 16:05:05,2017-11-06 22:58:00,20,360,,1
56126,2,1,27,364,2017-11-06 16:10:09,,2,54,,0
103019,15,1,47,245,2017-11-06 16:16:42,,15,705,,0
127220,18,1,19,107,2017-11-06 16:11:57,,18,342,,0
37801,29,1,19,213,2017-11-06 16:00:09,2017-11-06 16:01:27,29,551,,1
69449,25,1,13,259,2017-11-06 16:13:44,,25,325,,0
92852,3,1,17,153,2017-11-06 16:20:38,,3,51,,0
85072,29,1,13,210,2017-11-06 16:08:29,2017-11-06 23:40:42,29,377,,1
154408,25,1,17,259,2017-11-06 16:16:50,,25,425,,0
95766,15,1,26,379,2017-11-06 16:08:41,,15,390,,0
191210,64,1,19,459,2017-11-06 16:05:25,,64,1216,,0
175740,19,0,24,347,2017-11-06 16:10:52,2017-11-07 13:55:30,0,456,,1
95866,24,1,13,105,2017-11-06 16:02:50,,24,312,,0
202962,29,1,13,343,2017-11-06 16:22:12,2017-11-07 12:03:00,29,377,,1
207910,10,1,22,203,2017-11-06 16:12:46,2017-11-06 16:16:06,10,220,,1
40643,35,1,19,21,2017-11-06 16:13:38,2017-11-06 16:22:11,35,665,,1
98207,19,0,24,347,2017-11-06 16:03:36,2017-11-06 18:03:23,0,456,,1
99503,25,1,13,259,2017-11-06 16:13:19,,25,325,,0
139498,9,1,13,442,2017-11-06 16:02:46,,9,117,,0
79909,25,1,1,259,2017-11-06 16:06:47,,25,25,,0
109703,1,1,13,134,2017-11-06 16:06:30,,1,13,,0
12244,15,1,19,245,2017-11-06 16:03:39,,15,285,,0
100869,17,1,13,280,2017-11-06 16:18:02,2017-11-07 06:26:27,17,221,,1
185286,21,1,22,128,2017-11-06 16:15:06,,21,462,,0
171575,14,1,40,439,2017-11-06 16:13:54,2017-11-06 16:14:31,14,560,,1
92735,3,1,43,211,2017-11-06 16:21:49,,3,129,,0
106035,2,1,43,258,2017-11-06 16:22:17,,2,86,,0
173542,29,1,19,343,2017-11-06 16:21:14,2017-11-07 07:23:51,29,551,,1
47455,8,1,19,145,2017-11-06 16:06:54,,8,152,,0
118408,6,1,8,125,2017-11-06 16:12:39,,6,48,,0
212002,15,1,19,245,2017-11-06 16:12:38,,15,285,,0
15990,9,1,8,244,2017-11-06 16:13:13,,9,72,,0
207984,35,1,22,274,2017-11-06 16:17:49,2017-11-06 16:49:20,35,770,,1
58678,10,1,49,113,2017-11-06 16:15:02,2017-11-06 16:15:37,10,490,,1
10826,12,1,13,265,2017-11-06 16:08:02,,12,156,,0
27597,9,1,19,232,2017-11-06 16:03:32,,9,171,,0
123531,35,1,13,21,2017-11-06 16:16:37,2017-11-07 00:41:51,35,455,,1
202610,9,1,19,244,2017-11-06 16:13:16,2017-11-07 01:07:45,9,171,,1
153618,29,1,12,213,2017-11-06 16:00:49,2017-11-06 16:01:35,29,348,,1
105304,39,1,13,101,2017-11-06 16:13:45,2017-11-07 06:31:44,39,507,,1
53454,3,2,40,489,2017-11-06 16:12:10,,6,120,,0
24184,9,1,6,134,2017-11-06 16:17:20,,9,54,,0
45083,11,1,53,487,2017-11-06 16:01:32,,11,583,,0
130834,8,1,6,145,2017-11-06 16:00:48,2017-11-07 09:58:46,8,48,,1
90509,3,1,3,489,2017-11-06 16:06:11,,3,9,,0
174500,34,1,37,243,2017-11-06 16:06:19,2017-11-06 16:53:42,34,1258,,1
108019,3,1,13,137,2017-11-06 16:05:24,,3,39,,0
167015,115,1,20,203,2017-11-06 16:19:42,2017-11-06 16:20:39,115,2300,,1
43783,50,73,24,213,2017-11-06 16:10:52,2017-11-07 09:29:59,3650,1200,,1
69484,35,1,8,274,2017-11-06 16:12:34,2017-11-07 00:31:38,35,280,,1
166628,18,1,19,121,2017-11-06 16:07:08,2017-11-07 11:51:00,18,342,,1
47699,35,1,25,274,2017-11-06 16:18:04,2017-11-07 00:14:25,35,875,,1
197560,35,1,10,274,2017-11-06 16:20:21,2017-11-07 04:25:13,35,350,,1
161972,9,1,22,134,2017-11-06 16:06:31,2017-11-06 17:56:28,9,198,,1
37120,35,1,6,274,2017-11-06 16:20:20,2017-11-06 20:56:24,35,210,,1
161224,154,1,22,243,2017-11-06 16:06:42,2017-11-06 16:09:46,154,3388,,1
181638,22,1,19,225,2017-11-06 16:19:55,2017-11-06 16:22:12,22,418,,1
4015,29,1,13,213,2017-11-06 16:17:57,2017-11-06 16:19:58,29,377,,1
200146,83,0,38,171,2017-11-06 16:15:04,2017-11-07 11:30:54,0,3154,,1
188511,16,1,25,268,2017-11-06 16:13:33,2017-11-06 16:22:24,16,400,,1
42446,1,1,22,377,2017-11-06 16:02:22,,1,22,,0
85644,12,1,13,497,2017-11-06 16:10:02,,12,156,,0
68963,9,1,41,442,2017-11-06 16:02:01,,9,369,,0
59371,19,97,24,333,2017-11-06 16:06:34,2017-11-06 16:09:54,1843,456,,1
160393,36,1,1,128,2017-11-06 16:00:45,2017-11-06 16:02:25,36,36,,1
70471,24,1,13,105,2017-11-06 16:21:32,2017-11-06 23:47:56,24,312,,1
53915,3,1,13,280,2017-11-06 16:08:03,,3,39,,0
39007,15,1,19,140,2017-11-06 16:08:32,2017-11-06 19:40:44,15,285,,1
123955,12,1,13,205,2017-11-06 16:21:10,,12,156,,0
210249,9,1,16,215,2017-11-06 16:00:46,,9,144,,0
194059,29,1,19,213,2017-11-06 16:01:37,2017-11-06 16:04:22,29,551,,1
181762,29,1,13,343,2017-11-06 16:14:53,2017-11-07 00:34:28,29,377,,1
188225,24,1,18,178,2017-11-06 16:01:02,,24,432,,0
64663,2,1,53,477,2017-11-06 16:07:10,,2,106,,0
152282,19,0,24,213,2017-11-06 16:00:10,2017-11-06 16:02:23,0,456,,1
141962,3,2,19,280,2017-11-06 16:04:16,,6,57,,0
105560,14,1,13,349,2017-11-06 16:09:53,,14,182,,0
200517,35,1,19,274,2017-11-06 16:12:00,2017-11-07 03:08:12,35,665,,1
59076,12,1,22,328,2017-11-06 16:05:32,,12,264,,0
118748,35,1,18,274,2017-11-06 16:22:28,2017-11-06 16:51:56,35,630,,1
118442,100,3032,607,347,2017-11-06 16:03:00,,303200,60700,,0
175932,14,1,40,439,2017-11-06 16:02:20,2017-11-06 16:02:51,14,560,,1
134487,8,1,11,145,2017-11-06 16:02:08,,8,88,,0
22085,15,1,13,245,2017-11-06 16:20:29,,15,195,,0
125939,35,1,19,21,2017-11-06 16:19:21,2017-11-06 23:39:13,35,665,,1
95388,25,1,13,259,2017-11-06 16:18:02,,25,325,,0
176634,20,1,22,259,2017-11-06 16:11:16,2017-11-06 20:08:20,20,440,,1
180858,19,0,29,347,2017-11-06 16:14:02,2017-11-07 13:59:49,0,551,,1
123794,14,1,15,442,2017-11-06 16:22:08,,14,210,,0
4414,6,1,13,125,2017-11-06 16:05:20,,6,78,,0
9658,8,1,13,145,2017-11-06 16:07:25,,8,104,,0
4052,19,0,24,347,2017-11-06 16:04:12,2017-11-06 16:05:56,0,456,,1
48979,12,1,13,328,2017-11-06 16:12:10,,12,156,,0
37770,9,1,19,215,2017-11-06 16:01:39,,9,171,,0
5341,9,1,35,215,2017-11-06 16:03:36,,9,315,,0
143257,3,1,19,280,2017-11-06 16:13:45,,3,57,,0
73487,11,1,13,319,2017-11-06 16:07:24,2017-11-06 16:09:15,11,143,,1
153167,10,1,41,113,2017-11-06 16:22:13,2017-11-06 16:22:40,10,410,,1
30960,18,1,13,134,2017-11-06 16:05:36,,18,234,,0
67122,12,1,19,245,2017-11-06 16:03:11,,12,228,,0
199554,21,1,19,128,2017-11-06 16:16:05,,21,399,,0
146561,21,1,13,128,2017-11-06 16:21:04,,21,273,,0
68644,72,1,19,101,2017-11-06 16:17:33,2017-11-06 16:30:10,72,1368,,1
48282,18,1,13,439,2017-11-06 16:20:24,,18,234,,0
41608,21,1,22,128,2017-11-06 16:10:44,,21,462,,0
109537,3,1,27,280,2017-11-06 16:02:00,,3,81,,0
160650,190,1,13,101,2017-11-06 16:03:18,2017-11-06 16:05:24,190,2470,,1
1210,11,1,19,487,2017-11-06 16:13:44,,11,209,,0
187273,28,1,14,135,2017-11-06 16:18:34,2017-11-07 12:05:06,28,392,,1
13639,64,1,9,459,2017-11-06 16:11:11,,64,576,,0
5729,202,1,13,421,2017-11-06 16:09:34,2017-11-07 15:10:09,202,2626,,1
92735,29,1,16,213,2017-11-06 16:13:19,2017-11-07 09:06:50,29,464,,1
51864,2,1,19,469,2017-11-06 16:19:08,,2,38,,0
64054,15,1,19,245,2017-11-06 16:22:39,,15,285,,0
65274,2,1,15,236,2017-11-06 16:09:39,,2,30,,0
153610,8,1,19,145,2017-11-06 16:02:19,2017-11-07 02:05:35,8,152,,1
40342,9,1,8,134,2017-11-06 16:15:54,,9,72,,0
8282,64,1,8,459,2017-11-06 16:07:53,,64,512,,0
152864,19,18,0,213,2017-11-06 16:15:52,2017-11-07 05:45:51,342,0,,1
28621,15,1,19,245,2017-11-06 16:17:10,,15,285,,0
39306,3,1,19,280,2017-11-06 16:07:58,,3,57,,0
180227,108,1,19,243,2017-11-06 16:08:21,2017-11-06 16:15:41,108,2052,,1
27742,3,2,19,137,2017-11-06 16:16:05,,6,57,,0
134074,20,1,16,259,2017-11-06 16:22:32,,20,320,,0
104597,19,0,0,213,2017-11-06 16:19:26,2017-11-06 16:20:25,0,0,,1
108783,35,1,3,274,2017-11-06 16:02:22,2017-11-06 16:38:47,35,105,,1
210485,12,1,20,259,2017-11-06 16:12:54,,12,240,,0
123994,29,1,19,213,2017-11-06 16:20:30,2017-11-06 16:45:43,29,551,,1
64609,21,1,9,128,2017-11-06 16:06:13,,21,189,,0
210584,6,1,18,110,2017-11-06 16:19:32,2017-11-06 17:44:00,6,108,,1
197093,50,114,0,213,2017-11-06 16:17:20,2017-11-07 05:08:04,5700,0,,1
14290,3,1,9,115,2017-11-06 16:00:41,,3,27,,0
138405,19,103,24,213,2017-11-06 16:19:10,2017-11-06 16:20:30,1957,456,,1
148351,18,1,37,439,2017-11-06 16:13:28,,18,666,,0
86884,9,2,13,244,2017-11-06 16:05:32,,18,117,,0
66129,19,0,0,213,2017-11-06 16:15:43,2017-11-07 10:50:42,0,0,,1
48170,18,1,13,121,2017-11-06 16:13:49,,18,234,,0
162655,8,1,23,145,2017-11-06 16:02:05,,8,184,,0
169182,26,1,18,121,2017-11-06 16:06:29,,26,468,,0
100929,3,1,17,452,2017-11-06 16:07:04,2017-11-06 17:00:27,3,51,,1
202711,35,1,19,274,2017-11-06 16:19:06,2017-11-07 11:00:52,35,665,,1
146541,26,1,28,266,2017-11-06 16:15:19,2017-11-07 08:29:34,26,728,,1
193654,19,6,29,213,2017-11-06 16:02:13,2017-11-06 16:03:00,114,551,,1
37388,9,1,31,215,2017-11-06 16:12:30,,9,279,,0
126648,5,1,8,113,2017-11-06 16:06:45,2017-11-06 16:07:12,5,40,,1
141583,19,0,59,333,2017-11-06 16:19:57,2017-11-06 16:20:46,0,1121,,1
137074,72,1,17,101,2017-11-06 16:14:56,2017-11-06 16:28:04,72,1224,,1
188490,103,1,19,213,2017-11-06 16:05:18,2017-11-06 16:41:18,103,1957,,1
58741,35,1,19,274,2017-11-06 16:07:27,2017-11-06 16:18:51,35,665,,1
164160,37,1,10,213,2017-11-06 16:20:28,2017-11-06 16:26:54,37,370,,1
141908,19,21,24,213,2017-11-06 16:00:19,2017-11-06 16:03:03,399,456,,1
206789,12,1,13,178,2017-11-06 16:02:14,,12,156,,0
148948,19,0,24,213,2017-11-06 16:10:24,2017-11-06 16:11:21,0,456,,1
194060,15,2,19,245,2017-11-06 16:19:23,,30,285,,0
167664,9,1,23,134,2017-11-06 16:12:29,,9,207,,0
109696,18,1,19,121,2017-11-06 16:19:56,2017-11-06 16:27:06,18,342,,1
26428,15,1,19,245,2017-11-06 16:04:09,,15,285,,0
2615,12,1,13,245,2017-11-06 16:01:36,,12,156,,0
155624,361,1,19,225,2017-11-06 16:13:09,2017-11-06 16:18:20,361,6859,,1
148516,35,1,15,21,2017-11-06 16:05:17,2017-11-07 00:32:08,35,525,,1
159702,2,2,22,364,2017-11-06 16:11:46,,4,44,,0
129432,19,100,0,333,2017-11-06 16:18:12,2017-11-06 16:19:56,1900,0,,1
175116,2,1,19,435,2017-11-06 16:09:52,,2,38,,0
72722,3,1,19,280,2017-11-06 16:11:39,,3,57,,0
106180,9,1,13,134,2017-11-06 16:22:50,2017-11-07 00:55:03,9,117,,1
88710,19,0,21,213,2017-11-06 16:15:47,2017-11-06 16:22:40,0,399,,1
81936,25,1,17,259,2017-11-06 16:04:39,2017-11-07 11:23:27,25,425,,1
139065,19,0,38,213,2017-11-06 16:12:01,2017-11-06 16:14:57,0,722,,1
128099,51,0,21,203,2017-11-06 16:01:55,2017-11-06 16:03:22,0,1071,,1
32139,17,1,19,280,2017-11-06 16:13:49,,17,323,,0
41949,9,1,22,232,2017-11-06 16:02:29,2017-11-07 00:50:28,9,198,,1
211521,19,220,21,282,2017-11-06 16:04:09,2017-11-06 16:05:15,4180,399,,1
28228,20,1,10,259,2017-11-06 16:19:07,,20,200,,0
139426,12,1,13,178,2017-11-06 16:18:01,,12,156,,0
79219,2,1,19,122,2017-11-06 16:11:57,,2,38,,0
6437,9,1,13,134,2017-11-06 16:12:16,,9,117,,0
163800,19,2886,76,213,2017-11-06 16:13:34,2017-11-07 02:06:50,54834,1444,,1
100608,2,1,13,243,2017-11-06 16:12:15,,2,26,,0
33629,36,1,17,110,2017-11-06 16:06:24,2017-11-07 01:09:10,36,612,,1
92921,15,1,10,245,2017-11-06 16:20:59,,15,150,,0
23641,12,1,19,259,2017-11-06 16:07:25,,12,228,,0
105560,15,1,41,3,2017-11-06 16:01:33,,15,615,,0
46564,3,1,13,489,2017-11-06 16:18:21,,3,39,,0
34929,3,1,6,280,2017-11-06 16:01:39,,3,18,,0
109450,9,1,9,134,2017-11-06 16:05:51,,9,81,,0
95199,25,1,22,259,2017-11-06 16:07:08,,25,550,,0
82214,14,1,10,123,2017-11-06 16:17:09,,14,140,,0
85150,3,1,19,280,2017-11-06 16:03:01,,3,57,,0
73487,3,1,13,153,2017-11-06 16:11:02,2017-11-06 16:11:04,3,39,,1
60584,18,1,53,121,2017-11-06 16:09:10,,18,954,,0
155876,5,1,31,113,2017-11-06 16:19:06,2017-11-06 16:19:42,5,155,,1
193931,13,1,17,477,2017-11-06 16:14:01,,13,221,,0
5348,15,1,13,153,2017-11-06 16:19:02,,15,195,,0
93641,50,0,38,213,2017-11-06 16:22:19,2017-11-07 13:51:14,0,1900,,1
3071,9,1,30,445,2017-11-06 16:04:30,2017-11-07 08:51:28,9,270,,1
165595,19,379,24,213,2017-11-06 16:00:10,2017-11-07 11:55:44,7201,456,,1
201923,35,1,13,21,2017-11-06 16:21:54,2017-11-07 11:28:46,35,455,,1
8943,21,1,27,128,2017-11-06 16:19:49,,21,567,,0
63762,8,2,25,259,2017-11-06 16:00:50,,16,200,,0
173398,19,0,38,213,2017-11-06 16:02:58,2017-11-06 16:20:06,0,722,,1
163893,2,1,6,212,2017-11-06 16:18:13,,2,12,,0
115715,9,1,19,244,2017-11-06 16:14:34,2017-11-06 16:31:45,9,171,,1
65746,2,1,13,477,2017-11-06 16:15:15,,2,26,,0
67658,2,1,19,219,2017-11-06 16:00:15,,2,38,,0
100508,14,1,19,123,2017-11-06 16:08:22,,14,266,,0
170112,19,0,24,333,2017-11-06 16:15:43,2017-11-06 16:20:25,0,456,,1
38936,19,0,24,213,2017-11-06 16:01:09,2017-11-07 01:49:36,0,456,,1
140388,12,1,19,178,2017-11-06 16:16:10,,12,228,,0
53422,2,1,13,212,2017-11-06 16:11:10,,2,26,,0
34486,15,1,19,245,2017-11-06 16:00:46,,15,285,,0
205692,12,1,8,245,2017-11-06 16:01:09,,12,96,,0
171575,2,1,40,469,2017-11-06 16:13:48,2017-11-06 16:14:11,2,80,,1
59323,15,1,12,315,2017-11-06 16:09:29,,15,180,,0
1089,1,1,13,134,2017-11-06 16:03:24,,1,13,,0
135362,115,1,25,203,2017-11-06 16:03:26,2017-11-06 16:15:54,115,2875,,1
37338,14,1,41,123,2017-11-06 16:12:55,2017-11-07 12:29:47,14,574,,1
179865,3,1,19,452,2017-11-06 16:11:51,2017-11-07 06:31:38,3,57,,1
87161,15,1,13,278,2017-11-06 16:20:30,,15,195,,0
166207,15,1,8,140,2017-11-06 16:01:32,,15,120,,0
31545,35,1,19,21,2017-11-06 16:18:33,2017-11-07 00:28:16,35,665,,1
17853,6,1,19,459,2017-11-06 16:00:18,,6,114,,0
99977,35,1,15,274,2017-11-06 16:11:28,2017-11-06 16:15:49,35,525,,1
149301,29,1,19,213,2017-11-06 16:02:34,2017-11-06 16:04:44,29,551,,1
66131,32,1,19,376,2017-11-06 16:17:09,2017-11-07 04:41:59,32,608,,1
81263,18,1,16,107,2017-11-06 16:10:07,,18,288,,0
190610,19,0,24,347,2017-11-06 16:06:43,2017-11-07 12:55:24,0,456,,1
102255,14,1,13,442,2017-11-06 16:13:59,,14,182,,0
111324,2,1,19,401,2017-11-06 16:11:51,,2,38,,0
105211,18,1,13,121,2017-11-06 16:07:09,,18,234,,0
188848,1,1,22,213,2017-11-06 16:10:37,2017-11-06 16:13:31,1,22,,1
123872,12,1,8,245,2017-11-06 16:02:00,,12,96,,0
108341,2,1,18,205,2017-11-06 16:14:18,,2,36,,0
96122,15,1,13,245,2017-11-06 16:07:00,,15,195,,0
169571,2,1,19,477,2017-11-06 16:00:37,,2,38,,0
143418,18,1,19,121,2017-11-06 16:10:20,,18,342,,0
204866,9,1,25,134,2017-11-06 16:05:44,2017-11-06 23:31:37,9,225,,1
197249,15,1,23,245,2017-11-06 16:20:29,,15,345,,0
190328,19,251,29,213,2017-11-06 16:20:04,2017-11-06 16:22:12,4769,551,,1
55256,9,1,25,215,2017-11-06 16:19:20,,9,225,,0
178691,2,1,13,477,2017-11-06 16:13:14,,2,26,,0
124202,19,0,38,347,2017-11-06 16:15:30,2017-11-06 17:02:03,0,722,,1
73487,115,1,17,203,2017-11-06 16:13:05,2017-11-07 04:30:20,115,1955,,1
128965,19,33,29,213,2017-11-06 16:00:47,2017-11-06 16:01:24,627,551,,1
114720,29,1,19,213,2017-11-06 16:12:38,2017-11-07 00:21:04,29,551,,1
163264,72,2,19,101,2017-11-06 16:20:02,2017-11-06 16:24:34,144,1368,,1
145787,9,1,13,215,2017-11-06 16:01:42,2017-11-07 07:05:55,9,117,,1
161051,72,1,19,101,2017-11-06 16:02:11,2017-11-06 16:04:32,72,1368,,1
139837,19,1089,24,213,2017-11-06 16:05:12,2017-11-06 16:09:29,20691,456,,1
66302,3,1,13,173,2017-11-06 16:17:00,,3,39,,0
67975,29,1,25,213,2017-11-06 16:03:28,2017-11-06 16:06:25,29,725,,1
117915,18,1,28,121,2017-11-06 16:14:46,,18,504,,0
157702,84,0,38,101,2017-11-06 16:01:36,2017-11-06 16:08:53,0,3192,,1
105216,19,0,29,210,2017-11-06 16:04:16,2017-11-07 13:50:29,0,551,,1
208183,19,0,38,213,2017-11-06 16:07:27,2017-11-06 16:26:06,0,722,,1
58637,9,1,22,134,2017-11-06 16:16:34,,9,198,,0
127709,19,1086,24,213,2017-11-06 16:13:17,2017-11-06 16:14:25,20634,456,,1
175837,2,1,15,205,2017-11-06 16:21:16,,2,30,,0
77415,19,1176,24,213,2017-11-06 16:05:28,2017-11-06 16:07:31,22344,456,,1
174025,79,1,13,213,2017-11-06 16:11:12,2017-11-06 16:17:30,79,1027,,1
42799,26,1,18,121,2017-11-06 16:03:57,,26,468,,0
100275,15,1,8,245,2017-11-06 16:18:34,,15,120,,0
97560,35,1,13,21,2017-11-06 16:17:42,2017-11-07 00:36:01,35,455,,1
106493,12,1,19,259,2017-11-06 16:02:51,,12,228,,0
100275,2,1,13,469,2017-11-06 16:20:06,,2,26,,0
43074,15,1,13,111,2017-11-06 16:10:00,,15,195,,0
59361,11,1,13,319,2017-11-06 16:22:59,,11,143,,0
133128,12,1,13,265,2017-11-06 16:12:13,,12,156,,0
177197,15,1,18,430,2017-11-06 16:11:45,2017-11-06 16:53:21,15,270,,1
182346,29,1,19,213,2017-11-06 16:08:36,2017-11-06 16:10:01,29,551,,1
197180,19,18,0,213,2017-11-06 16:03:13,2017-11-06 16:04:17,342,0,,1
10410,9,1,8,134,2017-11-06 16:13:13,,9,72,,0
97716,9,1,13,134,2017-11-06 16:07:28,,9,117,,0
61706,35,1,17,21,2017-11-06 16:14:08,2017-11-07 07:20:45,35,595,,1
159369,19,0,38,347,2017-11-06 16:10:50,2017-11-07 13:49:57,0,722,,1
64031,15,1,19,245,2017-11-06 16:07:36,,15,285,,0
6668,8,1,13,145,2017-11-06 16:20:12,,8,104,,0
160239,29,1,19,213,2017-11-06 16:09:59,2017-11-06 16:12:52,29,551,,1
173861,9,1,22,134,2017-11-06 16:02:43,2017-11-06 16:35:05,9,198,,1
83276,35,1,8,274,2017-11-06 16:05:43,2017-11-07 00:14:36,35,280,,1
59411,9,1,13,244,2017-11-06 16:15:34,,9,117,,0
111153,9,1,13,134,2017-11-06 16:21:09,2017-11-06 16:36:50,9,117,,1
175558,3,1,19,452,2017-11-06 16:13:29,,3,57,,0
208350,79,1,13,213,2017-11-06 16:03:41,2017-11-06 16:47:36,79,1027,,1
59540,9,1,13,442,2017-11-06 16:05:22,,9,117,,0
128180,19,0,607,213,2017-11-06 16:20:46,2017-11-06 16:21:34,0,11533,,1
147046,29,1,19,210,2017-11-06 16:10:25,2017-11-06 21:58:51,29,551,,1
