app	device	os	channel	delta_time	is_attributed
3	1	17	205	1.73	0
8	1	15	145	2.16	0
35	1	13	21	1.52	1
19	0	0	213	1.47	1
26	1	13	121	2.68	0
35	1	19	274	1.35	1
29	1	17	347	2.38	1
5	1	7	113	1.56	1
27	1	37	332	2.79	1
26	1	12	477	2.92	0
3	1	13	211	2.73	0
72	1	18	101	1.47	1
12	1	15	245	0.7	0
35	1	22	274	0.76	1
17	1	3	213	0.94	1
9	1	28	244	0.84	0
5	1	36	113	1.76	1
35	1	27	274	2.75	1
4	1	20	101	0.94	0
10	1	25	203	1.45	1
35	1	13	274	0.57	1
18	1	18	121	1.56	1
19	0	21	213	1.99	1
19	6	29	213	0.37	1
35	1	18	21	2.76	1
45	1	4	419	2.62	1
9	1	27	449	1.83	0
8	1	43	259	0.55	0
19	16	0	213	0.61	1
12	1	28	245	1.02	0
28	1	13	135	0.39	0
3	1	18	280	2.53	0
29	1	10	213	1.65	1
9	1	10	232	2.72	0
72	1	19	101	1.77	1
35	1	19	21	2.04	1
14	1	19	401	1.47	1
11	1	13	325	0.82	0
2	1	17	205	0.83	0
9	1	27	134	2.43	1
15	1	19	386	0.85	0
35	1	19	274	2.69	1
9	1	19	442	0.82	0
12	1	19	326	1.02	1
29	1	13	213	0.46	1
15	1	19	379	0.33	1
18	1	19	121	2.85	0
2	1	3	477	1.2	0
3	1	30	489	0.89	0
48	1	19	282	1.64	1
12	1	13	174	0.37	0
18	1	19	107	0.96	0
18	1	3	107	1.52	1
19	0	24	282	0.94	1
12	1	19	178	1.47	0
13	1	13	400	1.74	0
363	3032	607	347	0.99	0
3	1	19	280	1.88	0
2	1	19	243	0.82	0
35	1	19	21	2.55	1
13	1	17	400	0.79	0
2	1	19	435	1.14	1
15	1	13	111	2.98	0
2	1	19	122	2.89	0
10	1	7	113	2.61	1
29	1	13	213	1.88	1
3	1	19	280	1.61	0
8	1	19	145	2.52	0
15	1	15	245	2.37	0
2	1	12	477	1.06	0
19	0	24	213	1.38	1
1	1	13	115	2.47	0
35	1	16	21	0.37	1
12	1	13	245	2.2	0
3	1	15	280	1.56	0
12	1	13	265	2.57	0
18	1	19	107	1.61	0
18	1	13	121	0.25	0
16	1	8	243	1.05	1
1	1	19	134	1.79	0
15	1	17	265	0.56	0
26	1	19	477	2.65	0
19	0	0	213	0.66	1
35	1	19	21	0.42	1
9	1	6	22	2.94	0
10	1	7	113	2.75	1
72	1	10	101	2.89	0
15	1	15	430	0.34	0
15	1	28	379	0.49	0
19	276	38	213	1.87	1
190	1	19	101	0.68	1
45	1	4	419	1.6	1
9	1	19	234	0.52	0
3	1	19	280	1.48	0
26	1	10	121	2.77	0
19	0	24	347	2.79	1
19	0	24	213	0.59	1
9	1	13	232	2.05	0
19	76	21	213	2.03	1
19	0	0	213	2.92	1
19	0	0	213	0.78	1
3	1	13	409	1.45	0
9	1	36	127	2.96	1
19	561	21	213	2.86	1
1	1	18	124	0.8	0
1	1	22	153	1.06	0
3	1	18	480	2.04	0
21	1	37	128	0.92	0
10	1	36	113	1.8	1
3	1	3	424	1.81	0
2	1	28	477	1.53	0
3	1	11	480	1.66	0
29	1	19	343	2.93	1
27	1	13	122	1.95	0
25	1	13	259	2.72	0
16	1	9	268	1.39	1
14	1	13	134	2.28	0
26	1	22	121	0.44	0
29	1	13	213	1.89	1
15	2	19	245	0.56	0
35	1	19	274	0.56	1
12	1	1	178	0.83	0
13	1	19	477	2.8	0
20	1	15	259	0.47	0
2	1	14	469	2.97	0
1	1	13	134	0.29	0
23	1	13	153	2.99	0
18	1	19	107	2.69	1
14	1	19	349	2.99	0
19	0	24	213	0.29	1
29	1	13	213	2.77	1
19	0	21	213	0.37	1
18	1	18	107	0.75	0
19	142	59	213	2.5	1
14	1	13	467	2.01	0
10	1	19	317	1.93	1
98	1	13	224	0.34	1
35	1	20	21	2.48	1
35	1	8	274	0.44	1
25	1	19	259	2.7	0
35	1	16	21	0.4	1
19	7	24	213	0.69	1
18	1	19	134	0.76	0
64	2	13	459	2.31	1
11	1	18	487	0.49	1
29	1	13	101	2.46	1
24	1	27	105	1.07	0
14	1	26	123	1.23	0
18	1	15	107	0.51	0
35	1	19	21	2.46	1
79	1	10	213	0.64	1
19	106	21	213	1.72	1
14	1	19	349	2.49	0
35	1	19	274	1.51	1
35	1	18	274	1.83	1
10	1	19	377	2.52	1
9	2	9	107	2.88	0
19	0	38	213	2.7	1
22	1	19	116	1.48	1
12	1	23	259	2.31	0
3	1	9	130	1.03	0
18	1	22	439	2.6	1
19	0	0	333	2.83	1
3	1	13	130	2.95	0
15	1	18	265	1.63	0
19	0	24	213	0.94	1
35	1	10	21	0.79	1
45	1	61	419	1.87	1
18	1	19	30	0.61	0
12	1	13	328	0.29	0
10	1	17	101	2.49	1
9	1	19	134	1.66	1
19	0	24	213	0.76	1
5	1	30	113	1.74	1
9	1	23	215	0.32	1
18	1	19	134	2.49	0
29	1	13	343	1.4	1
19	0	24	347	1.86	1
15	1	19	245	0.98	0
52	1	19	379	2.92	1
3	1	25	280	2.02	0
19	0	50	213	0.41	1
18	1	1	107	0.73	0
35	1	18	21	0.06	1
19	251	29	213	1.03	1
128	1	19	243	2.05	1
12	1	19	265	1.93	0
2	1	17	212	2.74	0
265	0	0	101	0.05	0
19	0	24	213	2.45	1
45	1	7	465	1.66	1
14	1	13	489	0.35	0
19	96	50	213	1.3	1
9	1	18	127	2.91	0
13	1	13	477	1.07	0
3	1	13	205	2.8	0
15	1	13	315	0.23	0
19	16	0	213	1.83	1
15	1	17	130	1.94	0
1	1	12	178	0.56	0
10	1	22	377	2.42	1
9	1	19	442	0.85	1
19	0	24	213	1.51	1
2	1	19	477	2.69	0
12	1	12	265	1.87	0
10	1	43	113	2.77	1
3	1	23	280	0.48	0
9	1	13	134	2.05	0
35	1	40	274	0.9	1
60	1	13	21	2.7	1
19	0	24	347	2.55	1
18	1	17	107	0.08	0
72	1	22	101	2.46	1
11	1	13	122	1.64	0
3	2	25	153	2.91	0
35	1	14	21	1.41	1
15	1	18	315	1.66	0
35	1	13	21	1.48	1
10	1	4	113	2.59	1
9	1	6	445	1.97	1
6	1	19	459	0.52	0
8	1	13	140	1.56	1
3	1	11	114	0.76	1
15	1	16	386	2.76	0
19	6	29	213	2.66	1
19	33	29	213	2.75	1
197	1	41	213	0.66	1
35	1	13	21	0.82	1
120	558	29	101	0.34	1
5	1	36	113	1.94	1
2	1	13	477	0.49	0
10	1	27	113	0.67	1
14	1	20	379	2.95	0
35	1	3	274	0.45	1
19	0	24	213	2.65	1
14	1	13	401	0.77	0
19	0	21	213	2.55	1
3	1	11	280	2.04	0
24	1	10	105	2.24	0
19	0	0	213	1.27	1
35	1	19	274	0.72	1
29	1	14	213	2.07	1
25	1	10	259	1.24	0
35	1	15	21	0.5	1
19	0	0	213	1.43	1
12	1	19	178	1.02	0
37	1	13	21	1.74	1
83	0	24	171	1.84	1
12	1	16	178	2.55	0
107	1	22	171	2.83	1
10	1	11	113	2.68	1
15	1	13	278	2.06	0
19	4104	21	213	2.84	1
2	1	13	435	0.31	0
18	2	70	107	0.53	0
3	1	19	137	0.56	0
84	0	38	101	2.36	1
15	1	41	245	2.51	0
5	1	61	113	0.57	1
3	1	28	480	2.85	0
9	1	10	466	2.02	0
14	1	17	134	1.72	0
18	1	8	121	2.43	0
19	1826	21	213	1.48	1
83	0	24	171	2.38	1
29	1	19	213	1.79	1
6	1	13	125	0.64	0
2	1	17	219	2.94	0
15	1	8	140	2.97	0
2	1	19	213	1.95	1
12	1	13	265	0.59	0
20	1	20	478	2.58	1
3	1	40	424	1.55	0
3	1	20	280	0.66	0
5	1	4	113	0.81	1
19	0	21	213	0.36	1
9	1	3	442	1.85	0
3	1	9	280	2.48	0
19	0	0	213	1.83	1
5	1	11	113	0.56	1
5	1	47	113	0.43	1
35	1	13	274	1.28	1
11	1	17	325	2.88	0
9	1	19	442	1.96	0
15	1	12	140	0.36	0
19	0	0	213	1.9	1
29	1	19	343	1.73	1
8	1	22	145	2.81	0
19	40	24	213	0.88	1
12	1	37	265	1.59	0
19	0	0	347	0.72	1
35	1	13	21	0.45	1
19	0	24	213	1.86	1
9	1	25	134	1.4	0
35	1	8	21	0.42	1
7	1	3	101	2.79	0
3	1	19	280	1.87	1
9	1	19	466	0.54	0
2	1	15	219	0.86	0
12	1	17	245	1.67	0
9	2	63	215	2.02	0
13	1	1	477	2.94	0
15	1	19	153	1.76	0
13	1	48	477	0.45	0
62	1	19	21	1.53	1
72	1	1	101	2.93	1
19	177	0	101	0.89	1
35	1	19	21	1.55	1
3	1	40	442	2.81	0
10	1	4	113	0.86	1
19	0	29	213	1.97	1
15	1	13	245	1.43	0
35	1	19	274	2.64	1
3	1	48	280	0.59	0
12	1	18	328	1.07	0
72	1	18	101	1.96	1
29	1	10	213	0.72	1
56	2	16	406	2.9	0
10	1	47	113	2.91	1
35	1	13	274	1.7	1
21	2	47	232	2.79	0
14	1	10	349	2.88	0
19	0	0	213	0.47	1
2	1	32	122	0.67	0
3	1	13	280	1.96	0
72	1	19	101	0.82	1
12	2	2	140	2.63	0
3	1	19	280	1.42	0
26	1	25	121	1.9	0
21	1	18	128	1.53	0
11	1	18	173	1.93	0
9	1	9	466	0.49	0
64	1	13	459	1.42	0
19	0	24	213	2.8	1
3	1	22	442	0.89	0
9	1	18	134	2.67	0
18	1	25	134	0.37	0
39	1	13	213	2.51	1
23	1	19	153	0.99	0
25	1	13	259	0.56	0
19	0	50	213	3.01	1
29	1	53	213	0.62	1
3	1	28	130	1.61	0
35	1	19	21	0.49	1
3	1	13	135	2.38	0
45	1	43	419	0.47	1
12	1	17	145	2.17	1
3	1	19	173	1.81	0
35	1	19	21	2.37	1
22	1	13	116	1.82	0
19	18	0	213	1.54	1
29	1	8	343	1.36	1
15	1	47	430	2.46	0
19	0	24	213	2.86	1
3	1	19	280	0.67	1
15	1	13	386	1.6	0
18	1	19	107	2.79	0
19	30	0	213	1.53	1
35	1	13	21	1.4	1
3	1	13	130	2.61	0
18	1	18	107	1.93	0
13	1	22	477	2.94	0
15	1	42	130	0.65	0
14	1	19	463	2.81	0
10	1	27	113	1.6	1
10	1	37	113	2.59	1
12	1	13	424	0.53	0
2	1	13	122	0.64	0
15	1	19	245	0.87	0
43	1	13	330	0.71	1
20	1	16	478	2.34	1
19	0	24	213	1.74	1
45	1	30	465	2.79	1
35	1	13	274	1.65	1
96	0	21	213	2.43	1
11	1	37	319	0.51	0
2	1	13	213	2.86	1
72	1	19	101	1.99	1
19	0	29	333	1.87	1
39	1	19	101	1.74	1
19	0	0	213	1.85	1
167	1	27	213	1.93	1
19	0	24	213	2.84	1
14	1	19	463	1.45	0
5	1	15	113	1.28	1
12	1	19	140	0.58	0
19	0	24	213	1.7	1
9	1	19	244	0.82	1
35	1	13	274	2.36	1
10	1	13	317	2.89	1
3	1	22	280	0.68	0
29	1	25	213	2.68	1
14	1	13	463	0.44	0
242	1	3	213	2.44	1
19	114	24	213	2.87	1
45	1	49	5	0.76	1
35	1	19	274	0.74	1
19	0	38	343	2.91	1
64	1	37	459	1.37	0
18	1	19	107	2.41	0
18	1	13	107	0.76	0
10	1	4	113	0.8	1
32	1	19	376	1.45	0
35	1	8	21	1.54	1
35	1	10	21	2.38	1
19	0	24	347	0.46	1
45	1	36	419	0.85	1
14	1	19	442	1.05	0
1	1	19	134	1.37	0
29	1	19	213	1.58	1
5	1	37	113	0.66	1
12	1	17	178	2.24	0
10	1	61	113	1.81	1
21	1	19	232	1.07	0
2	1	19	236	2.53	0
23	1	19	153	2.44	0
48	1	44	213	1.22	1
1	1	13	137	2.53	0
5	1	7	113	2.6	1
15	1	47	245	1.94	0
2	1	19	236	2.57	0
19	40	24	213	0.19	1
3	1	19	205	2.89	0
35	1	6	21	0.45	1
2	1	47	219	2.83	0
20	1	17	259	0.06	0
13	1	15	400	0.92	0
64	1	31	459	2.5	0
3	1	31	280	0.44	0
9	1	13	334	0.27	0
9	1	19	466	1.34	1
35	1	19	274	0.51	1
1	2	13	118	1.37	0
19	0	38	347	1.43	1
19	0	38	347	2.76	1
190	1	13	101	2.96	1
45	1	7	419	1.56	1
19	0	24	213	1.98	1
14	1	13	489	2.5	0
19	0	29	213	1.48	1
14	1	13	442	0.81	0
19	6	29	213	0.61	1
19	9	24	213	0.77	1
2	1	19	122	0.77	1
19	96	50	213	1.99	1
2	1	19	435	2.53	0
14	1	20	442	0.38	0
15	1	34	315	1.55	0
14	1	19	401	0.64	0
14	1	37	442	2.05	0
10	1	7	113	1.83	1
12	1	13	265	2.37	0
21	1	26	128	0.7	0
19	40	24	213	2.91	1
18	1	13	121	1.97	0
2	2	40	237	1.65	0
2	1	13	477	1.62	0
9	1	17	334	2.34	1
26	1	13	477	2.72	0
7	1	1	101	2.63	0
18	1	17	134	1.74	0
15	1	13	3	2.92	0
19	0	24	213	2.73	1
10	1	37	113	2.8	1
21	1	20	128	0.92	0
35	1	13	274	0.45	1
72	1	19	101	2.6	1
2	1	14	477	0.51	0
3	1	20	115	3.01	0
9	1	22	466	2.88	0
15	1	13	315	2.58	0
11	1	16	325	0.76	0
15	1	8	265	0.79	0
2	1	17	122	0.45	0
96	350	21	282	0.71	1
11	1	19	319	1.76	1
35	1	13	21	1.49	1
45	1	2	419	0.5	1
19	30	0	213	0.37	1
66	1	19	101	1.86	1
15	1	23	245	2.38	0
8	1	13	145	1.83	0
35	1	19	274	0.9	1
35	1	18	21	1.48	1
3	1	30	409	1.72	0
45	1	43	419	2.06	1
26	1	10	121	2.46	0
11	1	13	319	0.99	0
24	1	9	105	0.34	0
12	1	11	245	2.27	0
3	1	19	280	0.71	0
8	1	13	145	2.46	0
62	1	19	21	0.37	1
21	1	19	232	1.04	0
35	1	13	274	2.66	1
19	40	24	213	2.94	1
20	1	19	259	0.51	0
2	1	6	477	2.61	0
19	40	24	213	0.94	1
19	0	50	213	1.04	1
51	0	0	203	1.16	1
46	1864	29	320	0.84	1
50	67	24	213	1.62	1
55	1	19	101	1.69	1
83	92	59	171	1.84	1
35	1	19	21	1.51	1
3	1	19	280	1.4	0
5	1	15	113	0.34	1
12	1	31	245	2.32	0
12	1	13	265	2.8	0
29	1	10	213	2.88	1
19	0	21	343	2.51	1
9	1	11	215	0.02	0
15	1	19	480	1.37	0
19	0	0	213	1.96	1
3	1	18	137	0.85	0
10	1	19	317	0.49	1
15	1	19	265	1.43	0
19	0	24	213	2.99	1
18	1	19	107	1.61	0
10	1	2	317	2.82	0
29	1	27	343	0.85	1
35	1	19	21	1.62	1
24	1	19	105	2.07	0
29	1	13	213	2.92	1
45	1	8	5	2.61	1
19	230	24	213	0.89	1
10	1	13	203	2.86	1
8	1	19	145	2.54	1
19	166	24	282	2.83	1
3	1	13	489	2.72	0
15	1	13	245	0.61	0
19	0	748	213	1.62	1
7	1	49	101	2.63	0
23	1	20	153	2.3	0
19	0	0	213	1.84	1
19	67	24	333	0.6	1
3	1	17	153	1.04	0
3	1	19	280	1.46	0
19	6	29	213	1.81	1
35	1	35	21	1.81	1
19	0	21	282	3.01	1
96	0	21	213	0.77	1
5	1	37	113	1.76	1
19	18	0	213	0.12	1
19	0	24	213	1.95	1
19	0	24	213	0.71	1
3	1	6	115	1.4	0
481	1	13	213	0.85	1
8	1	8	145	0.05	1
2	1	13	469	1.51	0
29	1	19	213	0.49	1
3	1	13	452	1.74	0
19	0	21	333	2.69	1
19	0	24	213	2.27	1
18	1	11	107	1.82	0
19	2446	24	213	1.29	1
27	1	37	332	2.76	1
8	1	13	145	2.54	0
19	362	0	282	1.47	1
2	1	9	435	1.75	0
2	1	13	435	2.08	0
11	1	19	319	2.95	0
14	1	19	480	0.71	0
2	1	9	236	1.81	0
15	1	14	245	1.97	0
19	0	21	213	2.48	1
18	1	13	439	2.57	1
19	0	21	213	2.71	1
35	1	22	21	1.75	1
9	1	19	134	1.1	0
19	0	0	213	1.82	1
29	1	47	213	2.99	1
2	1	22	243	1.3	0
19	78	0	213	2.54	1
19	46	0	213	2.57	1
9	1	9	322	2.88	1
9	1	13	134	2.09	0
19	0	24	347	2.13	1
29	1	19	282	1.36	1
14	1	13	379	0.59	0
12	1	26	340	2.58	0
19	0	24	343	1.47	1
9	1	19	334	1.74	0
19	154	50	213	0.92	1
3	1	8	280	1.39	0
20	1	3	259	0.94	1
19	0	24	213	1.39	1
17	1	30	280	1.63	0
19	0	0	210	0.59	1
32	1	13	376	2.52	1
35	1	22	274	1.91	1
2	1	22	469	1.81	0
10	1	43	113	0.57	1
62	1	13	21	0.47	1
2	1	26	205	0.94	0
20	1	13	478	2.28	1
19	0	24	213	1.59	1
19	16	0	213	0.64	1
20	2	13	259	0.92	1
35	1	19	21	0.67	1
2	1	19	469	2.56	0
12	1	19	140	1.56	0
35	1	17	21	1.36	1
25	1	12	259	0.42	0
19	0	21	333	0.54	1
35	1	25	21	0.4	1
3	1	22	280	0.52	0
15	1	13	245	1.78	0
8	1	13	145	2.36	1
3	1	10	113	2.96	0
21	1	41	128	0.82	0
12	1	10	178	2.35	0
26	1	46	121	1.44	0
11	1	17	319	1.22	0
14	1	6	349	2.87	0
10	1	36	113	2.01	1
26	1	3	266	0.56	0
23	1	13	153	2.69	0
18	1	13	121	2.92	0
19	2417	38	282	2.47	1
9	1	25	442	1.09	1
19	109	29	282	0.83	1
19	0	29	213	1.77	1
2	1	19	477	0.4	0
50	0	38	213	2.85	1
20	1	18	478	2.35	1
1	1	17	153	0.93	0
19	0	607	213	0.98	1
11	1	32	332	0.56	1
8	1	22	145	2.53	1
3	1	16	173	2.91	0
19	0	24	347	2.65	1
3	1	16	280	1.57	0
35	1	3	274	1.62	1
3	1	13	424	2.47	1
19	160	0	282	1.73	1
12	1	35	328	2.14	0
18	1	13	121	2.75	0
19	0	21	333	2.47	1
3	1	10	442	0.83	0
14	1	9	442	1.51	0
10	1	13	377	2.51	1
12	1	13	481	1.49	0
12	1	10	265	2.49	0
2	2	9	205	1.01	0
14	1	19	486	1.46	0
35	1	13	274	0.43	1
29	1	18	213	0.86	1
3	1	13	280	0.36	0
19	163	0	213	2.4	1
18	1	13	107	1.12	0
3	1	13	280	2.09	1
35	1	19	21	1.64	1
14	1	13	401	0.39	0
5	1	27	113	2.83	1
9	1	37	234	2.31	0
72	1	41	101	2.79	1
2	1	19	212	2.11	0
2	1	13	469	1.47	0
21	1	13	128	0.94	0
3	1	19	211	2.89	0
5	1	36	113	1.7	1
3	1	13	442	2.78	0
34	1	13	243	2.57	1
18	1	6	121	0.94	0
27	1	37	332	2.43	1
8	1	31	145	0.96	0
9	2	13	258	0.76	0
14	1	16	489	1.68	0
3	1	19	424	0.62	0
29	1	37	333	1.87	1
10	1	37	317	1.18	1
21	2	13	232	1.95	0
3	1	13	452	2.7	1
19	21	24	213	1.9	1
9	1	19	244	1.38	1
3	1	15	442	1.62	0
3	1	13	424	0.99	0
12	1	22	259	0.74	0
35	1	8	21	1.72	1
3	1	13	489	0.54	0
66	1	19	101	2.61	1
18	1	6	107	0.41	0
8	1	18	145	2.72	1
10	1	4	113	1.61	1
29	1	19	343	0.29	1
18	1	14	107	0.7	0
12	1	13	245	2.06	0
35	1	16	21	0.7	1
19	0	21	213	0.02	1
35	1	15	274	1.47	1
35	1	18	274	1.04	1
3	1	22	280	1.52	0
107	1	19	171	0.26	1
3	1	46	280	0.68	0
3	1	19	489	1.99	0
9	1	27	258	0.44	0
13	1	13	477	0.09	0
35	1	19	21	1.62	1
12	1	41	340	2.13	0
19	6	29	213	2.77	1
14	1	12	379	2.32	0
18	1	16	121	1.29	1
19	0	21	213	1.4	1
35	1	8	274	2.62	1
5	1	37	113	2.52	1
19	46	0	213	1.49	1
9	1	3	489	2.45	0
19	1386	21	213	1.52	1
29	1	13	213	2.97	1
64	1	17	459	1.54	0
37	1	17	282	2.1	1
29	1	19	213	2.46	1
35	1	13	274	1.61	1
18	1	13	134	0.5	1
19	0	38	347	2.72	1
15	1	22	153	1.73	0
19	109	29	213	1.62	1
19	0	24	213	2.28	1
39	1	18	101	1.78	1
21	1	3	128	1.98	0
9	1	9	244	0.95	0
3	1	17	280	0.51	0
3	1	13	280	0.07	0
12	1	10	328	0.68	0
72	1	13	101	1.39	1
19	40	24	213	0.54	1
19	0	24	347	2.71	1
3	1	8	280	0.48	0
29	1	19	213	0.64	1
12	1	19	178	1.09	1
2	1	19	205	2.56	0
9	1	15	134	0.37	0
18	1	22	439	2.39	1
32	1	13	376	1.5	1
15	1	13	120	2.73	0
19	0	29	101	0.84	1
17	2	64	280	2.88	0
3	1	13	424	2.77	0
35	1	17	21	0.44	1
19	0	38	213	2.02	1
24	1	17	178	2.06	1
2	1	19	213	0.89	1
2	1	13	219	0.84	0
2	1	22	477	1.08	0
15	1	18	386	2.59	0
2	1	11	219	2.76	0
13	1	25	477	1.34	0
19	0	24	213	1.87	1
15	1	18	480	2.02	0
1	1	19	153	2.45	0
35	1	28	274	1.04	1
7	1	13	101	2.89	0
12	1	18	259	1.81	0
37	1	35	282	1.69	1
45	1	27	419	0.82	1
19	0	24	213	1.85	1
107	1	19	171	0.83	1
18	3032	607	107	0.44	0
48	1	31	213	0.89	1
35	1	19	21	0.49	1
14	1	22	349	1.68	0
35	1	17	274	2.39	1
25	1	18	259	2.78	0
35	1	14	21	2.47	1
12	1	10	409	2.77	0
8	1	22	145	2.36	1
9	1	13	466	1.79	1
9	1	19	391	0.77	0
1	1	19	17	0.82	0
2	1	10	219	0.44	0
1	1	27	137	1.1	0
45	1	36	465	0.58	1
3	1	18	115	1.49	0
2	1	19	377	1.58	0
19	0	0	347	0.98	1
3	1	18	489	0.47	0
12	1	18	265	0.34	0
9	1	48	334	0.39	0
12	1	13	140	0.87	0
14	1	17	416	1.39	0
14	1	19	379	2.9	0
9	1	10	232	2.57	0
5	1	27	113	2.54	1
15	1	6	153	1.48	0
5	1	4	113	2.49	1
15	1	37	3	2.63	0
18	1	13	107	1.2	0
19	0	24	347	1.56	1
12	1	41	259	1.97	0
19	0	0	347	2.63	1
13	1	13	477	1.28	0
12	1	8	409	2.84	0
19	0	24	213	1.71	1
3	1	13	489	2.55	0
12	1	18	178	2.85	0
2	1	13	469	2.34	0
35	1	13	274	1.59	1
19	235	0	213	1.09	1
12	1	47	245	0.55	0
28	1	27	135	1.68	0
18	3543	748	107	1.3	0
98	1	13	224	1.78	1
27	1	19	153	2.53	0
14	1	14	379	2.29	0
19	0	0	347	2.78	1
45	1	15	5	0.72	1
10	1	25	377	1.38	1
29	1	19	343	0.36	1
11	1	22	219	1.17	0
72	1	19	101	2.68	1
45	1	6	5	0.75	1
19	0	50	213	2.38	1
35	1	18	21	1.45	1
3	1	28	280	1.39	1
12	1	6	328	2.03	1
9	1	12	244	2.77	0
3	1	13	489	1.81	0
15	1	13	245	0.8	0
18	1	19	107	2.67	0
37	1	19	213	2.03	1
2	1	17	205	3.01	0
3	1	19	417	1.25	1
15	1	22	245	0.98	0
19	0	38	343	2.4	0
29	1	12	282	1.51	1
3	1	19	489	0.47	0
15	1	22	480	1.68	0
18	1	22	107	0.3	0
18	1	79	121	1.48	0
10	1	32	113	0.64	1
9	1	13	334	0.69	0
2	1	10	212	2.07	0
36	1	13	110	0.86	0
10	1	11	113	2.57	1
3	1	13	280	0.54	0
9	1	19	445	2.51	1
12	1	13	245	0.84	0
15	1	27	480	2	0
1	1	17	134	2.37	0
2	1	19	237	1.86	0
23	1	17	153	0.38	0
155	1	19	213	2.27	1
9	1	19	442	0.48	1
29	2	13	343	1.39	0
34	1	19	243	1.24	1
2	1	30	236	1.52	0
121	1	22	203	2.82	1
9	1	14	234	1.26	0
24	1	8	105	1.03	1
2	1	19	477	0.31	0
2	1	40	237	2.59	0
19	0	0	213	2.84	1
45	1	27	465	0.51	1
1	1	19	377	1.57	0
18	2	6	121	1.93	0
18	1	13	107	0.79	0
19	25	24	213	1.41	1
45	1	32	419	1.93	1
19	0	24	213	2.5	1
3	1	6	280	0.56	0
15	1	15	430	0.71	0
15	1	13	430	0.69	0
20	1	13	259	2.05	0
15	1	22	111	1.33	0
9	1	19	442	0.84	1
19	0	38	213	1.63	1
19	0	0	347	1.64	1
19	0	24	347	0.77	1
26	1	6	477	1.67	0
27	1	17	153	1.71	0
15	1	13	278	1.52	0
14	1	41	489	1.8	0
79	1	35	213	0.4	1
3	1	13	205	2.27	0
23	1	13	153	0.43	0
24	1	19	105	0.55	0
27	1	18	153	1.88	0
72	1	13	101	2.34	1
29	1	13	343	0.92	1
35	1	18	21	2.45	1
9	1	19	107	2.76	0
3	1	13	280	0.78	0
35	1	14	21	2.34	1
62	1	13	21	2.59	1
15	1	1	130	0.03	1
7	1	30	101	2.8	0
21	1	19	232	1.39	0
35	1	17	21	1.42	1
13	1	18	477	1.75	0
3	1	13	280	1.88	1
29	1	13	213	1.46	1
2	1	22	243	2.67	0
19	54	0	213	2.49	1
12	1	8	328	1.98	0
1	1	17	125	2.06	0
35	1	19	21	0.91	1
39	1	19	213	2.32	1
26	1	16	477	2.77	0
9	1	19	127	1.99	1
29	1	13	101	1.71	1
21	1	15	128	2.52	0
3	1	3	424	1.91	0
15	1	13	379	1.46	0
20	1	6	478	0.32	1
35	1	13	21	0.33	1
3	1	19	489	2.52	0
34	1	17	243	0.15	1
12	1	9	265	1.71	0
12	1	31	265	2.31	0
19	0	24	213	2.94	1
18	1	19	107	2.67	0
15	1	13	278	2.56	0
18	1	19	107	1.72	0
3	1	10	280	0.52	0
2	1	13	236	1.42	0
18	3032	607	107	0.58	0
19	0	24	213	0.84	1
13	1	13	400	2.77	1
3	1	19	409	1.99	0
29	1	19	213	2.77	1
9	1	25	466	0.37	0
19	0	29	213	0.92	1
19	0	0	213	2.99	1
14	1	13	134	3	0
29	1	13	101	1.35	1
19	0	29	213	0.58	1
15	1	22	245	1.98	0
50	0	29	213	0.9	1
12	1	13	340	2.42	0
2	1	19	469	0.75	0
83	0	0	171	0.85	1
3	1	37	130	2.82	0
35	1	17	274	0.65	1
19	0	21	213	2.86	1
11	1	18	137	1.81	0
19	0	24	347	2.06	1
72	1	13	101	1.54	1
39	1	16	213	0.85	1
9	1	15	445	1.3	0
18	1	19	107	1.53	0
3	1	19	280	0.65	0
9	1	17	234	2.96	0
9	1	41	334	2.59	1
24	1	19	105	2.99	0
19	40	24	213	2.94	1
15	1	19	245	0.85	0
19	0	0	347	2.47	1
2	1	18	477	0.56	0
12	2	2	265	0.5	0
15	1	19	386	0.38	0
3	1	48	489	1.79	0
12	1	1	140	2.91	0
24	1	28	105	2.68	0
29	1	25	282	2.32	1
11	1	1	122	2.02	0
5	1	27	113	1.51	1
35	1	25	21	1.77	1
15	1	12	245	0.98	0
9	1	19	244	1.52	0
18	1	8	107	1.71	0
9	1	3	215	1.48	0
12	1	35	340	2.95	0
19	0	21	213	2.88	1
29	1	13	213	2.46	1
9	1	25	445	1.03	1
29	1	19	343	2.4	1
18	1	22	121	2.83	0
21	1	19	128	2.74	0
45	1	61	419	0.57	1
8	1	19	145	2.52	0
55	1	19	453	1.51	1
35	1	22	274	2.06	1
9	1	9	258	0.71	0
18	1	15	121	1.68	0
3	1	19	280	1.46	0
35	1	22	274	0.44	1
2	1	19	236	0.48	0
45	1	7	419	1.61	1
12	1	41	259	1.38	0
12	1	19	178	1.46	0
9	1	19	232	2.54	1
12	1	19	259	1.92	1
35	1	22	274	1.6	1
14	1	13	113	1.46	0
3	1	8	211	2.62	0
15	1	14	245	1.93	0
3	1	13	137	0.91	0
43	1	18	330	0.53	1
3	1	35	280	1.53	0
8	1	22	145	0.5	0
3	1	102	280	1.66	0
3	1	13	130	2.77	0
3	2	9	137	2.84	0
19	0	0	213	2.46	1
1	1	22	452	1.52	0
19	0	38	213	0.58	1
